EmployeeNumber,Age,Gender,Department,JobRole,BusinessTravel,MaritalStatus,Education,EducationField,MonthlyIncome,MonthlyRate,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OverTime,Attrition,attrition_flag,satisfaction_avg,tenure_band,income_band
667,27,MALE,Sales,Sales Representative,Travel_Rarely,Divorced,1,Marketing,3041,16346,11,3,1,5,3,4,3,0,2,NO,Yes,1,2.3333333333333335,3-5,Q2
669,21,MALE,Sales,Sales Representative,Travel_Rarely,Single,1,Technical Degree,3447,24444,11,3,0,3,2,3,2,1,2,NO,No,0,3.0,1-3,Q2
671,44,MALE,Research & Development,Manager,Travel_Rarely,Married,4,Other,19513,9358,12,3,1,26,2,2,2,0,1,YES,No,0,4.0,1-3,Q5 Highest
675,22,MALE,Research & Development,Research Scientist,Travel_Rarely,Married,1,Medical,2773,12145,20,4,0,3,3,2,2,2,2,NO,No,0,2.3333333333333335,1-3,Q2
677,33,MALE,Sales,Sales Executive,Travel_Rarely,Divorced,4,Marketing,7104,20431,12,3,0,6,3,5,0,1,2,NO,No,0,3.0,3-5,Q4
679,32,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Married,4,Life Sciences,6322,18089,12,3,1,6,2,6,4,0,5,YES,No,0,2.3333333333333335,5-10,Q4
680,30,FEMALE,Research & Development,Research Scientist,Travel_Frequently,Divorced,3,Medical,2083,22653,20,4,1,1,2,1,0,0,0,NO,No,0,3.0,0-1,Q1 Lowest
682,53,FEMALE,Sales,Sales Executive,Travel_Rarely,Single,1,Medical,8381,7507,20,4,0,18,2,14,7,8,10,NO,No,0,3.0,10+,Q4
683,34,MALE,Research & Development,Research Scientist,Travel_Rarely,Married,5,Life Sciences,2691,7660,12,3,1,10,4,10,9,8,8,NO,No,0,2.6666666666666665,5-10,Q1 Lowest
684,45,FEMALE,Sales,Sales Executive,Travel_Frequently,Married,4,Life Sciences,4286,5630,14,3,2,5,4,1,1,0,0,NO,Yes,1,1.6666666666666667,0-1,Q3
686,26,FEMALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,3,Life Sciences,2659,17759,13,3,1,3,2,3,2,0,2,YES,No,0,3.3333333333333335,1-3,Q1 Lowest
689,37,MALE,Research & Development,Manufacturing Director,Travel_Rarely,Married,3,Other,9434,9606,15,3,1,10,2,10,7,7,8,NO,No,0,3.0,5-10,Q4
690,29,FEMALE,Sales,Sales Executive,Travel_Rarely,Married,2,Medical,5561,3487,14,3,1,6,5,6,0,1,2,NO,No,0,2.3333333333333335,5-10,Q3
691,35,MALE,Research & Development,Research Scientist,Travel_Rarely,Single,4,Life Sciences,6646,19368,13,3,0,17,3,17,11,11,8,NO,No,0,3.0,10+,Q4
692,33,MALE,Research & Development,Healthcare Representative,Travel_Frequently,Divorced,3,Life Sciences,7725,5335,23,4,1,15,2,13,11,4,7,NO,No,0,2.6666666666666665,10+,Q4
698,54,MALE,Human Resources,Human Resources,Travel_Rarely,Married,4,Medical,10725,6729,15,3,1,16,1,9,7,7,1,NO,No,0,3.0,5-10,Q5 Highest
699,36,MALE,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,2,Medical,8847,13934,11,3,1,13,2,3,2,0,2,YES,No,0,2.3333333333333335,1-3,Q4
700,27,MALE,Research & Development,Research Scientist,Travel_Rarely,Single,4,Medical,2045,15174,13,3,0,5,0,4,2,1,1,NO,No,0,2.6666666666666665,3-5,Q1 Lowest
701,20,MALE,Research & Development,Research Scientist,Travel_Rarely,Single,1,Medical,1009,26999,11,3,0,1,5,1,0,1,1,YES,Yes,1,3.3333333333333335,0-1,Q1 Lowest
702,33,MALE,Research & Development,Research Scientist,Travel_Frequently,Single,3,Life Sciences,3348,3164,11,3,0,10,3,10,8,9,7,YES,Yes,1,1.6666666666666667,5-10,Q2
704,35,MALE,Research & Development,Laboratory Technician,Non-Travel,Married,3,Life Sciences,1281,16900,18,3,2,1,3,1,0,0,0,NO,No,0,3.0,0-1,Q1 Lowest
705,23,MALE,Research & Development,Research Scientist,Travel_Rarely,Married,3,Medical,2819,8544,16,3,1,5,3,3,2,0,2,NO,No,0,2.0,1-3,Q2
707,25,MALE,Sales,Sales Executive,Travel_Rarely,Married,3,Life Sciences,4851,15678,22,4,1,4,4,3,2,1,2,NO,No,0,3.0,1-3,Q3
709,38,FEMALE,Sales,Sales Executive,Travel_Rarely,Single,4,Marketing,4028,7791,20,4,0,8,2,7,7,0,5,NO,No,0,3.6666666666666665,5-10,Q2
710,29,MALE,Research & Development,Research Scientist,Travel_Frequently,Divorced,4,Life Sciences,2720,18959,18,3,1,10,5,10,7,2,8,NO,No,0,3.0,5-10,Q2
712,48,MALE,Sales,Sales Executive,Travel_Rarely,Married,1,Marketing,8120,18597,12,3,0,12,3,2,2,2,2,NO,No,0,2.3333333333333335,1-3,Q4
714,27,FEMALE,Sales,Sales Executive,Travel_Frequently,Divorced,1,Medical,4647,16673,20,4,2,6,3,6,5,0,4,YES,No,0,3.6666666666666665,5-10,Q3
715,37,MALE,Research & Development,Research Scientist,Travel_Rarely,Single,2,Life Sciences,4680,15232,17,3,0,4,2,1,0,0,0,NO,No,0,3.6666666666666665,0-1,Q3
716,50,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,1,Medical,3221,3297,11,3,3,20,3,20,8,3,8,YES,No,0,3.3333333333333335,10+,Q2
717,34,FEMALE,Research & Development,Healthcare Representative,Travel_Rarely,Single,3,Medical,8621,17654,14,3,0,9,3,8,7,7,7,NO,No,0,3.3333333333333335,5-10,Q4
720,24,FEMALE,Sales,Sales Executive,Travel_Rarely,Single,2,Life Sciences,4577,24785,14,3,0,4,3,2,2,2,0,NO,Yes,1,2.3333333333333335,1-3,Q3
721,39,FEMALE,Research & Development,Healthcare Representative,Travel_Rarely,Single,4,Technical Degree,4553,20978,11,3,0,20,4,20,7,11,10,NO,No,0,3.3333333333333335,10+,Q3
722,32,MALE,Sales,Sales Executive,Travel_Rarely,Single,3,Marketing,5396,21703,12,3,0,10,2,10,7,0,8,NO,No,0,3.3333333333333335,5-10,Q3
723,50,MALE,Sales,Sales Executive,Travel_Frequently,Married,2,Technical Degree,6796,23452,14,3,1,18,4,4,3,1,3,YES,Yes,1,2.6666666666666665,3-5,Q4
724,38,FEMALE,Research & Development,Healthcare Representative,Travel_Rarely,Single,4,Life Sciences,7625,19383,13,3,0,10,4,9,7,1,8,NO,No,0,2.6666666666666665,5-10,Q4
725,27,FEMALE,Research & Development,Manufacturing Director,Travel_Rarely,Married,2,Life Sciences,7412,6009,11,3,0,9,3,9,7,0,7,NO,No,0,2.3333333333333335,5-10,Q4
727,32,FEMALE,Research & Development,Research Director,Travel_Rarely,Single,2,Life Sciences,11159,19373,15,3,0,10,6,7,7,7,7,NO,No,0,3.3333333333333335,5-10,Q5 Highest
728,47,MALE,Sales,Sales Executive,Travel_Rarely,Single,4,Marketing,4960,11825,12,3,0,20,2,7,7,1,7,NO,No,0,2.6666666666666665,5-10,Q3
729,40,MALE,Sales,Sales Executive,Travel_Frequently,Married,4,Life Sciences,10475,23772,21,4,1,20,2,18,13,1,12,YES,No,0,2.6666666666666665,10+,Q5 Highest
730,53,MALE,Research & Development,Research Director,Travel_Rarely,Married,3,Life Sciences,14814,13514,19,3,0,32,3,5,1,1,3,NO,No,0,3.0,3-5,Q5 Highest
731,41,MALE,Human Resources,Manager,Travel_Rarely,Divorced,4,Human Resources,19141,8861,15,3,3,23,2,21,6,12,6,NO,No,0,2.6666666666666665,10+,Q5 Highest
732,60,MALE,Sales,Sales Executive,Travel_Rarely,Single,4,Marketing,5405,11924,14,3,0,10,1,2,2,2,2,NO,No,0,1.6666666666666667,1-3,Q3
733,27,MALE,Research & Development,Manufacturing Director,Travel_Frequently,Divorced,2,Life Sciences,8793,4809,21,4,2,9,4,9,7,1,7,NO,No,0,2.3333333333333335,5-10,Q4
734,41,MALE,Human Resources,Manager,Travel_Rarely,Married,3,Human Resources,19189,19562,12,3,1,22,3,22,7,2,10,NO,No,0,3.3333333333333335,10+,Q5 Highest
738,50,MALE,Sales,Sales Representative,Travel_Rarely,Married,4,Marketing,3875,9983,15,3,1,4,2,2,2,2,2,NO,No,0,3.0,1-3,Q2
741,28,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Single,2,Life Sciences,2216,3872,13,3,0,10,4,7,7,3,7,YES,Yes,1,2.0,5-10,Q1 Lowest
742,36,FEMALE,Research & Development,Research Director,Non-Travel,Married,3,Life Sciences,11713,20335,14,3,1,10,2,8,7,0,5,NO,No,0,1.6666666666666667,5-10,Q5 Highest
743,38,FEMALE,Research & Development,Manufacturing Director,Travel_Rarely,Single,3,Life Sciences,7861,15397,14,3,0,10,4,1,0,0,0,YES,No,0,3.3333333333333335,0-1,Q4
744,44,MALE,Research & Development,Laboratory Technician,Non-Travel,Single,3,Medical,3708,2104,14,3,0,9,5,5,2,1,4,NO,No,0,2.3333333333333335,3-5,Q2
746,47,FEMALE,Sales,Sales Executive,Travel_Frequently,Divorced,3,Medical,13770,10225,12,3,2,28,2,22,2,11,13,YES,No,0,3.0,10+,Q5 Highest
747,30,MALE,Sales,Sales Executive,Travel_Rarely,Divorced,5,Marketing,5304,25275,23,4,1,10,2,8,7,7,7,NO,No,0,3.0,5-10,Q3
749,29,MALE,Sales,Sales Representative,Travel_Rarely,Single,3,Life Sciences,2642,2755,11,3,0,1,6,1,0,0,0,NO,No,0,3.0,0-1,Q1 Lowest
752,42,MALE,Research & Development,Research Scientist,Travel_Frequently,Divorced,3,Medical,2759,20366,12,3,0,7,2,2,2,2,2,YES,Yes,1,3.0,1-3,Q2
754,43,MALE,Sales,Sales Executive,Travel_Frequently,Married,3,Life Sciences,6804,23683,18,3,1,7,5,2,2,2,2,NO,No,0,3.6666666666666665,1-3,Q4
757,34,FEMALE,Research & Development,Healthcare Representative,Travel_Rarely,Single,2,Medical,6142,7360,11,3,0,10,2,5,1,4,3,NO,No,0,2.6666666666666665,3-5,Q4
758,23,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,1,Medical,2500,4344,14,3,1,5,2,4,3,0,2,NO,No,0,2.3333333333333335,3-5,Q1 Lowest
760,39,FEMALE,Human Resources,Human Resources,Travel_Rarely,Married,3,Human Resources,6389,18767,15,3,1,12,3,8,3,3,6,NO,No,0,2.0,5-10,Q4
762,56,MALE,Research & Development,Healthcare Representative,Travel_Rarely,Married,3,Medical,11103,20420,11,3,0,30,1,10,7,1,1,NO,No,0,3.0,5-10,Q5 Highest
763,40,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Single,1,Medical,2342,22929,20,4,0,5,2,4,2,2,3,YES,No,0,3.3333333333333335,3-5,Q1 Lowest
764,27,FEMALE,Research & Development,Healthcare Representative,Travel_Rarely,Single,3,Medical,6811,23398,19,3,0,9,2,7,6,0,7,NO,No,0,2.0,5-10,Q4
766,29,MALE,Sales,Sales Representative,Travel_Rarely,Divorced,3,Marketing,2297,17967,14,3,2,2,2,2,2,2,2,NO,No,0,3.0,1-3,Q1 Lowest
769,53,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Single,3,Life Sciences,2450,10919,17,3,0,19,4,2,2,2,2,NO,No,0,3.6666666666666665,1-3,Q1 Lowest
771,35,FEMALE,Research & Development,Healthcare Representative,Non-Travel,Divorced,4,Life Sciences,5093,4761,11,3,1,16,2,1,0,0,0,NO,No,0,3.0,0-1,Q3
772,32,MALE,Research & Development,Laboratory Technician,Travel_Frequently,Married,4,Life Sciences,5309,21146,15,3,2,10,2,10,8,4,7,NO,No,0,2.6666666666666665,5-10,Q3
773,38,MALE,Research & Development,Research Scientist,Travel_Rarely,Married,5,Medical,3057,20471,13,3,1,6,0,1,0,0,1,YES,No,0,2.6666666666666665,0-1,Q2
775,34,FEMALE,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,5,Life Sciences,5121,4187,14,3,1,7,3,0,0,0,0,NO,No,0,2.0,0-1,Q3
776,52,MALE,Sales,Manager,Travel_Rarely,Married,4,Marketing,16856,10084,11,3,0,34,3,34,6,1,16,NO,No,0,2.6666666666666665,10+,Q5 Highest
780,33,MALE,Research & Development,Research Scientist,Travel_Rarely,Single,4,Other,2686,5207,13,3,0,10,2,10,9,7,8,YES,Yes,1,3.3333333333333335,5-10,Q1 Lowest
781,25,FEMALE,Sales,Sales Executive,Travel_Rarely,Single,1,Medical,6180,22807,23,4,0,6,5,6,5,1,4,NO,No,0,3.0,5-10,Q4
783,45,MALE,Sales,Sales Representative,Travel_Rarely,Single,2,Technical Degree,6632,12388,13,3,0,9,3,8,7,3,1,NO,No,0,2.6666666666666665,5-10,Q4
784,23,MALE,Research & Development,Research Scientist,Travel_Rarely,Single,1,Medical,3505,19630,18,3,0,2,3,2,2,0,2,NO,No,0,2.3333333333333335,1-3,Q2
785,47,FEMALE,Sales,Sales Executive,Travel_Frequently,Single,2,Life Sciences,6397,10339,12,3,0,8,2,5,4,1,3,YES,Yes,1,2.6666666666666665,3-5,Q4
786,34,MALE,Sales,Sales Executive,Travel_Rarely,Single,3,Other,6274,18686,22,4,0,6,5,6,5,1,4,NO,No,0,3.6666666666666665,5-10,Q4
787,55,MALE,Research & Development,Manager,Travel_Rarely,Married,3,Medical,19859,21199,13,3,1,24,2,5,2,1,4,YES,Yes,1,2.6666666666666665,3-5,Q5 Highest
789,36,MALE,Sales,Sales Executive,Non-Travel,Single,4,Life Sciences,7587,14229,15,3,0,10,1,10,7,0,9,NO,No,0,1.6666666666666667,5-10,Q4
791,52,MALE,Research & Development,Research Scientist,Non-Travel,Married,4,Medical,4258,26589,18,3,1,5,3,4,3,1,2,NO,No,0,3.6666666666666665,3-5,Q3
792,26,FEMALE,Research & Development,Laboratory Technician,Travel_Frequently,Divorced,2,Life Sciences,4364,5288,14,3,1,5,2,2,2,2,0,NO,No,0,2.6666666666666665,1-3,Q3
793,29,FEMALE,Research & Development,Healthcare Representative,Travel_Rarely,Married,3,Medical,4335,25549,12,3,1,11,3,8,7,1,1,NO,No,0,2.3333333333333335,5-10,Q3
796,26,MALE,Sales,Sales Executive,Travel_Rarely,Single,3,Technical Degree,5326,3064,17,3,0,6,2,4,3,1,2,NO,Yes,1,2.3333333333333335,3-5,Q3
797,34,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Single,4,Life Sciences,3280,13551,16,3,0,10,2,4,2,1,3,NO,No,0,3.0,3-5,Q2
799,54,FEMALE,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,4,Medical,5485,22670,11,3,2,9,4,5,3,1,4,YES,No,0,2.6666666666666665,3-5,Q3
800,27,MALE,Sales,Sales Executive,Travel_Frequently,Married,1,Marketing,4342,24008,19,3,1,5,3,4,2,1,1,NO,No,0,3.3333333333333335,3-5,Q3
802,37,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Divorced,1,Life Sciences,2782,19905,13,3,2,6,3,5,3,4,3,YES,No,0,2.3333333333333335,3-5,Q2
803,38,FEMALE,Research & Development,Manufacturing Director,Travel_Frequently,Single,4,Life Sciences,5980,26085,12,3,0,17,2,15,7,4,12,YES,No,0,1.6666666666666667,10+,Q4
804,34,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Single,4,Medical,4381,7530,11,3,0,6,3,6,5,1,3,NO,No,0,2.3333333333333335,5-10,Q3
805,35,FEMALE,Sales,Sales Representative,Travel_Rarely,Married,4,Life Sciences,2572,20317,16,3,1,3,1,3,2,0,2,NO,No,0,2.3333333333333335,1-3,Q1 Lowest
806,30,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,3,Life Sciences,3833,24375,21,4,2,7,2,2,2,0,2,NO,No,0,3.3333333333333335,1-3,Q2
807,40,FEMALE,Research & Development,Healthcare Representative,Travel_Frequently,Married,2,Medical,4244,9931,24,4,1,8,2,8,7,3,7,NO,No,0,2.6666666666666665,5-10,Q3
808,34,FEMALE,Sales,Sales Executive,Travel_Rarely,Married,2,Life Sciences,6500,13305,17,3,1,6,1,3,2,1,2,NO,No,0,2.3333333333333335,1-3,Q4
809,42,MALE,Research & Development,Manager,Travel_Frequently,Divorced,3,Life Sciences,18430,16225,13,3,1,24,4,24,7,14,9,NO,No,0,2.6666666666666665,10+,Q5 Highest
811,23,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,3,Life Sciences,1601,3445,21,4,2,1,2,0,0,0,0,YES,Yes,1,2.3333333333333335,0-1,Q1 Lowest
812,24,MALE,Research & Development,Laboratory Technician,Non-Travel,Divorced,3,Life Sciences,2694,26551,11,3,3,1,4,1,0,0,0,NO,No,0,2.6666666666666665,0-1,Q1 Lowest
813,52,FEMALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,4,Life Sciences,3149,21821,20,4,1,9,3,5,2,1,4,NO,No,0,3.3333333333333335,3-5,Q2
815,50,MALE,Research & Development,Research Director,Travel_Rarely,Married,3,Medical,17639,6881,16,3,0,30,3,4,3,0,3,NO,No,0,3.0,3-5,Q5 Highest
816,29,FEMALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,2,Life Sciences,2319,6689,11,3,1,1,1,1,0,0,0,YES,Yes,1,2.0,0-1,Q1 Lowest
817,33,MALE,Research & Development,Research Director,Travel_Rarely,Married,3,Medical,11691,25995,11,3,0,14,3,13,9,3,7,NO,No,0,3.3333333333333335,10+,Q5 Highest
819,33,FEMALE,Sales,Sales Executive,Travel_Rarely,Single,3,Marketing,5324,26507,15,3,0,6,3,3,2,0,2,NO,Yes,1,1.6666666666666667,1-3,Q3
820,47,FEMALE,Research & Development,Manager,Travel_Rarely,Married,2,Other,16752,12982,11,3,1,26,3,26,14,3,0,YES,No,0,3.0,10+,Q5 Highest
823,36,FEMALE,Research & Development,Manufacturing Director,Travel_Rarely,Married,3,Other,5228,23361,15,3,1,10,2,9,7,0,5,NO,No,0,2.6666666666666665,5-10,Q3
824,29,MALE,Research & Development,Research Scientist,Travel_Rarely,Married,2,Life Sciences,2700,23779,24,4,1,10,3,10,7,0,7,NO,No,0,3.0,5-10,Q2
825,58,MALE,Research & Development,Research Director,Travel_Rarely,Single,4,Life Sciences,19246,25761,12,3,0,40,2,31,15,13,8,YES,Yes,1,3.0,10+,Q5 Highest
826,35,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Single,4,Life Sciences,2506,13301,13,3,0,7,0,2,2,2,2,NO,No,0,3.3333333333333335,1-3,Q1 Lowest
827,42,FEMALE,Research & Development,Manufacturing Director,Travel_Rarely,Married,2,Life Sciences,6062,4051,13,3,1,8,4,4,3,0,2,YES,No,0,3.6666666666666665,3-5,Q4
828,28,MALE,Research & Development,Research Scientist,Travel_Rarely,Single,4,Medical,4382,16374,17,3,0,5,3,2,2,2,1,NO,Yes,1,2.6666666666666665,1-3,Q3
829,36,MALE,Human Resources,Human Resources,Travel_Rarely,Married,3,Human Resources,2143,25527,13,3,1,8,2,5,2,0,4,NO,No,0,2.6666666666666665,3-5,Q1 Lowest
830,32,FEMALE,Research & Development,Manufacturing Director,Travel_Rarely,Married,3,Life Sciences,6162,19124,12,3,1,14,3,14,13,6,8,NO,No,0,3.0,10+,Q4
832,40,MALE,Research & Development,Laboratory Technician,Travel_Frequently,Single,4,Medical,5094,11983,14,3,0,10,6,1,0,0,0,NO,No,0,2.3333333333333335,0-1,Q3
833,30,FEMALE,Research & Development,Manufacturing Director,Travel_Rarely,Single,3,Medical,6877,20234,24,4,0,12,4,0,0,0,0,YES,No,0,3.0,0-1,Q4
834,45,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Single,3,Life Sciences,2274,6153,14,3,0,1,3,1,0,0,0,NO,No,0,2.6666666666666665,0-1,Q1 Lowest
836,42,MALE,Research & Development,Manufacturing Director,Travel_Rarely,Married,3,Life Sciences,4434,11806,13,3,1,10,3,9,8,7,8,NO,No,0,2.0,5-10,Q3
837,38,MALE,Research & Development,Healthcare Representative,Travel_Frequently,Divorced,3,Life Sciences,6288,4284,15,3,1,13,3,4,3,1,2,NO,No,0,1.3333333333333333,3-5,Q4
838,34,FEMALE,Research & Development,Research Scientist,Travel_Frequently,Single,4,Life Sciences,2553,8306,16,3,0,6,3,5,2,1,3,NO,No,0,3.3333333333333335,3-5,Q1 Lowest
840,49,FEMALE,Sales,Sales Executive,Travel_Rarely,Married,3,Marketing,7654,5860,18,3,2,9,3,9,8,7,7,NO,Yes,1,3.6666666666666665,5-10,Q4
842,55,MALE,Sales,Sales Executive,Travel_Rarely,Single,1,Medical,5160,21519,16,3,0,12,3,9,7,7,3,NO,Yes,1,3.0,5-10,Q3
843,43,MALE,Research & Development,Research Director,Travel_Rarely,Married,2,Life Sciences,17159,5200,24,4,1,22,3,4,1,1,0,NO,No,0,2.0,3-5,Q5 Highest
844,27,MALE,Research & Development,Research Director,Travel_Rarely,Divorced,1,Technical Degree,12808,8842,16,3,1,9,3,9,8,0,8,YES,No,0,3.3333333333333335,5-10,Q5 Highest
845,35,MALE,Research & Development,Manufacturing Director,Travel_Rarely,Single,3,Other,10221,18869,21,4,0,17,3,8,5,1,6,NO,No,0,3.3333333333333335,5-10,Q5 Highest
846,28,FEMALE,Sales,Sales Executive,Travel_Rarely,Married,4,Marketing,4779,3698,20,4,0,8,2,8,7,7,5,YES,No,0,2.3333333333333335,5-10,Q3
847,34,MALE,Human Resources,Human Resources,Travel_Rarely,Married,2,Human Resources,3737,2243,19,3,1,4,1,3,2,0,2,NO,No,0,2.6666666666666665,1-3,Q2
848,26,FEMALE,Research & Development,Research Scientist,Travel_Frequently,Married,2,Medical,2366,20898,14,3,1,8,2,8,7,1,7,YES,Yes,1,3.0,5-10,Q1 Lowest
850,27,MALE,Research & Development,Research Scientist,Non-Travel,Married,3,Medical,1706,16571,11,3,3,0,6,0,0,0,0,NO,No,0,3.3333333333333335,0-1,Q1 Lowest
851,51,FEMALE,Sales,Manager,Travel_Rarely,Married,4,Marketing,16307,5594,14,3,1,29,2,20,6,4,17,NO,No,0,2.0,10+,Q5 Highest
852,44,MALE,Research & Development,Healthcare Representative,Travel_Rarely,Single,3,Medical,5933,5197,12,3,0,10,2,5,2,2,3,NO,No,0,2.6666666666666665,3-5,Q4
854,25,MALE,Research & Development,Research Scientist,Travel_Rarely,Single,1,Medical,3424,21632,13,3,0,6,3,4,3,0,1,NO,No,0,1.3333333333333333,3-5,Q2
855,33,MALE,Sales,Sales Executive,Travel_Rarely,Divorced,3,Medical,4037,21816,22,4,1,9,5,9,8,0,8,NO,No,0,1.6666666666666667,5-10,Q2
856,35,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Single,1,Medical,2559,17852,11,3,0,6,3,6,5,1,1,NO,No,0,2.0,5-10,Q1 Lowest
857,36,MALE,Sales,Sales Executive,Travel_Rarely,Married,2,Life Sciences,6201,2823,14,3,1,18,1,18,14,4,11,YES,No,0,2.6666666666666665,10+,Q4
859,32,MALE,Sales,Sales Executive,Travel_Rarely,Divorced,4,Life Sciences,4403,9250,11,3,1,8,3,5,2,0,3,NO,No,0,2.6666666666666665,3-5,Q3
861,30,MALE,Research & Development,Research Scientist,Travel_Frequently,Divorced,4,Life Sciences,3761,2373,12,3,1,10,3,5,4,0,3,NO,No,0,2.6666666666666665,3-5,Q2
862,53,FEMALE,Sales,Sales Executive,Travel_Rarely,Married,2,Marketing,10934,20715,18,3,1,35,3,5,2,0,4,YES,No,0,2.6666666666666665,3-5,Q5 Highest
864,45,MALE,Sales,Sales Executive,Travel_Rarely,Divorced,3,Marketing,10761,19239,12,3,1,18,2,5,4,0,2,YES,No,0,2.6666666666666665,3-5,Q5 Highest
865,32,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Married,2,Medical,5175,22162,12,3,1,9,3,5,3,1,3,NO,No,0,2.6666666666666665,3-5,Q3
867,52,FEMALE,Research & Development,Manufacturing Director,Travel_Frequently,Married,4,Medical,13826,19028,22,4,0,31,3,9,8,0,0,NO,No,0,3.3333333333333335,5-10,Q5 Highest
868,37,MALE,Sales,Sales Executive,Travel_Rarely,Divorced,4,Marketing,6334,24558,19,3,2,9,2,1,0,0,0,NO,No,0,3.3333333333333335,0-1,Q4
869,28,MALE,Human Resources,Human Resources,Travel_Rarely,Divorced,2,Medical,4936,23965,13,3,1,6,6,5,1,0,4,NO,No,0,3.0,3-5,Q3
872,22,MALE,Research & Development,Manufacturing Director,Travel_Rarely,Married,2,Life Sciences,4775,19146,22,4,2,4,2,2,2,2,2,NO,No,0,3.0,1-3,Q3
874,44,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,4,Life Sciences,2818,5044,24,4,1,10,2,3,2,0,2,YES,No,0,2.3333333333333335,1-3,Q2
875,42,MALE,Research & Development,Research Scientist,Travel_Frequently,Single,1,Medical,2515,9068,14,3,0,8,2,2,1,2,2,YES,No,0,3.0,1-3,Q1 Lowest
878,36,MALE,Human Resources,Human Resources,Travel_Rarely,Married,3,Life Sciences,2342,8635,21,4,0,6,3,5,4,0,3,NO,No,0,1.6666666666666667,3-5,Q1 Lowest
879,25,MALE,Sales,Sales Executive,Travel_Rarely,Married,1,Other,4194,14363,18,3,0,5,3,5,3,0,3,YES,No,0,2.3333333333333335,3-5,Q2
880,35,FEMALE,Research & Development,Manufacturing Director,Travel_Rarely,Married,3,Life Sciences,10685,23457,20,4,1,17,2,17,14,5,15,YES,No,0,3.3333333333333335,10+,Q5 Highest
881,35,FEMALE,Research & Development,Research Scientist,Travel_Frequently,Divorced,4,Life Sciences,2022,16612,19,3,1,10,3,10,2,7,8,YES,Yes,1,2.6666666666666665,5-10,Q1 Lowest
882,32,MALE,Research & Development,Laboratory Technician,Non-Travel,Divorced,3,Life Sciences,2314,9148,12,3,1,4,2,3,0,0,2,NO,No,0,3.6666666666666665,1-3,Q1 Lowest
885,25,MALE,Sales,Sales Executive,Travel_Rarely,Married,1,Marketing,4256,18154,12,3,0,5,1,5,2,0,3,NO,No,0,2.6666666666666665,3-5,Q3
887,49,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Married,3,Technical Degree,3580,10554,16,3,1,7,2,4,2,0,2,NO,No,0,2.3333333333333335,3-5,Q2
888,24,MALE,Research & Development,Laboratory Technician,Non-Travel,Married,1,Life Sciences,3162,10778,17,3,0,6,2,5,2,3,4,NO,No,0,2.3333333333333335,3-5,Q2
889,32,MALE,Sales,Sales Executive,Travel_Frequently,Married,2,Life Sciences,6524,8891,14,3,1,10,3,10,8,5,3,NO,No,0,2.3333333333333335,5-10,Q4
893,38,MALE,Sales,Sales Representative,Travel_Rarely,Married,3,Marketing,2899,12102,19,3,1,3,3,2,2,1,2,NO,No,0,2.3333333333333335,1-3,Q2
894,42,FEMALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,3,Life Sciences,5231,23726,13,3,1,17,1,5,3,1,3,YES,No,0,3.0,3-5,Q3
895,31,MALE,Research & Development,Research Scientist,Travel_Rarely,Married,4,Life Sciences,2356,14871,19,3,1,8,2,6,4,0,2,YES,No,0,3.6666666666666665,5-10,Q1 Lowest
896,29,FEMALE,Sales,Sales Representative,Travel_Rarely,Divorced,3,Medical,2800,23522,19,3,3,5,3,3,2,0,2,YES,Yes,1,2.6666666666666665,1-3,Q2
